id,label
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,0
10,1
11,0
12,0
13,1
14,0
15,1
16,0
17,1
18,1
19,0
20,1
21,1
22,0
23,0
24,1
25,1
26,1
27,1
28,0
29,0
30,0
31,0
32,0
33,0
34,1
35,1
36,1
37,0
38,0
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,0
48,1
49,0
50,0
51,0
52,0
53,1
54,0
55,1
56,1
57,1
58,0
59,1
60,1
61,0
62,0
63,0
64,0
65,0
66,1
67,1
68,1
69,1
70,1
71,0
72,0
73,1
74,1
75,1
76,1
77,0
78,1
79,0
80,1
81,0
82,1
83,0
84,1
85,1
86,0
87,0
88,1
89,0
90,0
91,0
92,1
93,1
94,0
95,1
96,0
97,0
98,0
99,1
100,1
101,1
102,0
103,0
104,1
105,1
106,1
107,0
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,0
117,1
118,0
119,1
120,1
121,0
122,0
123,0
124,1
125,0
126,1
127,0
128,1
129,0
130,1
131,1
132,0
133,0
134,1
135,1
136,1
137,1
138,0
139,0
140,1
141,1
142,0
143,1
144,1
145,0
146,0
147,1
148,0
149,0
150,0
151,0
152,1
153,1
154,0
155,0
156,1
157,1
158,0
159,1
160,1
161,1
162,0
163,0
164,0
165,0
166,0
167,1
168,1
169,1
170,0
171,1
172,1
173,1
174,1
175,1
176,1
177,0
178,1
179,1
180,1
181,1
182,0
183,1
184,1
185,0
186,1
187,0
188,1
189,1
190,1
191,0
192,0
193,1
194,0
195,0
196,1
197,1
198,1
199,0
200,0
201,1
202,0
203,0
204,0
205,0
206,0
207,1
208,0
209,0
210,1
211,0
212,0
213,0
214,1
215,0
216,0
217,1
218,1
219,1
220,1
221,0
222,1
223,0
224,1
225,1
226,0
227,1
228,1
229,1
230,1
231,0
232,1
233,0
234,0
235,1
236,1
237,0
238,1
239,1
240,0
241,0
242,0
243,0
244,1
245,1
246,1
247,0
248,1
249,0
250,0
251,1
252,1
253,0
254,1
255,0
256,1
257,0
258,1
259,0
260,1
261,1
262,1
263,1
264,0
265,1
266,1
267,1
268,0
269,1
270,0
271,1
272,1
273,0
274,0
275,0
276,1
277,0
278,0
279,1
280,1
281,0
282,1
283,0
284,0
285,1
286,0
287,1
288,0
289,1
290,0
291,0
292,0
293,1
294,1
295,1
296,1
297,0
298,1
299,0
300,0
301,0
302,1
303,0
304,1
305,0
306,1
307,0
308,1
309,1
310,0
311,0
312,0
313,0
314,0
315,0
316,1
317,0
318,0
319,1
320,1
321,1
322,0
323,1
324,0
325,1
326,0
327,0
328,0
329,0
330,1
331,1
332,1
333,0
334,0
335,0
336,0
337,1
338,0
339,1
340,0
341,0
342,1
343,1
344,1
345,1
346,0
347,1
348,0
349,0
350,1
351,0
352,1
353,1
354,0
355,1
356,1
357,1
358,0
359,1
360,0
361,1
362,1
363,1
364,0
365,1
366,1
367,0
368,1
369,0
370,1
371,0
372,0
373,1
374,0
375,0
376,0
377,1
378,1
379,1
380,1
381,1
382,0
383,1
384,1
385,1
386,0
387,1
388,1
389,0
390,0
391,0
392,0
393,0
394,0
395,1
396,1
397,0
398,0
399,0
400,1
401,0
402,1
403,0
404,0
405,0
406,0
407,0
408,1
409,0
410,0
411,1
412,1
413,0
414,1
415,0
416,1
417,1
418,0
419,0
420,1
421,0
422,1
423,0
424,0
425,1
426,0
427,0
428,0
429,1
430,0
431,1
432,1
433,0
434,0
435,1
436,1
437,1
438,1
439,1
440,1
441,0
442,0
443,1
444,0
445,1
446,1
447,0
448,1
449,0
450,0
451,0
452,1
453,0
454,0
455,1
456,0
457,0
458,0
459,1
460,0
461,1
462,0
463,1
464,1
465,0
466,0
467,0
468,0
469,0
470,1
471,0
472,1
473,0
474,1
475,1
476,0
477,1
478,1
479,1
480,1
481,0
482,1
483,1
484,0
485,1
486,1
487,1
488,0
489,1
490,0
491,1
492,0
493,0
494,0
495,0
496,1
497,1
498,0
499,0
500,0
501,1
502,0
503,0
504,1
505,0
506,1
507,0
508,1
509,0
510,1
511,1
512,1
513,1
514,1
515,0
516,1
517,0
518,1
519,0
520,0
521,0
522,1
523,1
524,0
525,1
526,1
527,1
528,0
529,0
530,0
531,1
532,0
533,0
534,0
535,0
536,0
537,1
538,1
539,1
540,0
541,1
542,0
543,1
544,1
545,1
546,1
547,0
548,1
549,1
550,0
551,0
552,1
553,0
554,1
555,0
556,1
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,1
566,1
567,0
568,0
569,1
570,1
571,0
572,0
573,0
574,0
575,0
576,0
577,1
578,1
579,1
580,0
581,0
582,1
583,1
584,0
585,1
586,0
587,0
588,0
589,0
590,1
591,0
592,0
593,1
594,1
595,0
596,0
597,0
598,0
599,1
600,0
601,0
602,1
603,0
604,1
605,0
606,0
607,1
608,1
609,1
610,0
611,1
612,1
613,0
614,1
615,1
616,1
617,0
618,1
619,1
620,1
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,1
629,1
630,1
631,0
632,1
633,0
634,0
635,0
636,1
637,1
638,1
639,1
640,1
641,0
642,0
643,1
644,1
645,1
646,0
647,1
648,1
649,0
650,1
651,1
652,0
653,1
654,1
655,1
656,1
657,1
658,0
659,0
660,0
661,0
662,1
663,0
664,1
665,1
666,1
667,1
668,1
669,0
670,0
671,1
672,0
673,0
674,1
675,1
676,1
677,0
678,1
679,0
680,1
681,1
682,0
683,0
684,1
685,1
686,1
687,1
688,1
689,0
690,1
691,0
692,0
693,0
694,1
695,1
696,0
697,1
698,0
699,1
700,0
701,1
702,0
703,1
704,1
705,0
706,0
707,1
708,0
709,0
710,0
711,1
712,0
713,1
714,1
715,1
716,0
717,1
718,0
719,0
720,0
721,1
722,0
723,0
724,1
725,1
726,1
727,0
728,1
729,1
730,1
731,0
732,0
733,1
734,1
735,0
736,1
737,1
738,0
739,1
740,1
741,0
742,1
743,1
744,0
745,1
746,0
747,0
748,0
749,1
750,0
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,0
759,0
760,0
761,0
762,1
763,0
764,0
765,1
766,0
767,1
768,1
769,1
770,0
771,0
772,1
773,1
774,0
775,1
776,1
777,0
778,0
779,0
780,0
781,0
782,0
783,1
784,1
785,1
786,0
787,1
788,0
789,1
790,1
791,0
792,1
793,1
794,0
795,1
796,1
797,1
798,0
799,1
800,1
801,0
802,1
803,0
804,1
805,0
806,1
807,1
808,0
809,0
810,0
811,0
812,0
